
Topic: 0
1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,
"the [0.00646549532446091]","center [0.00797072025971158]","contemporary [0.00745878611352747]","ms [0.00666588193585727]","chin [0.00749876830592709]","installed [0.00720287226317669]","mancini [0.00803739212065849]","corcoran [0.00682660075654879]","street [0.00686499904828848]","jan [0.00748950856140985]","collectors [0.00754701604466243]","modern [0.00746670599816572]",
"materials [0.0063752856401779]","mason [0.00761827132002801]","crafts [0.00724763850958939]","northwest [0.00656359875578097]","commission [0.00749718017068941]","exhibits [0.00713017240737745]","project [0.00799327476210334]","gillies [0.00673737593950413]","studio [0.00683458340105876]","foot [0.00740279858531667]","shire [0.00739858113069199]","site [0.00739836250941299]",
"installation [0.00619087602008626]","thaw [0.00743242022151205]","museums [0.00712848617679735]","tilted [0.00645892299972407]","coca [0.00713098917999176]","glass [0.00694006273049889]","anderson [0.00797889435851428]","contemporary [0.00667436039147924]","building [0.00678955187445118]","materials [0.0072850359768731]","photographs [0.00736954644623735]","haring [0.00738369083012005]",
"designed [0.00618804576805768]","landscape [0.00730962752910191]","foot [0.00682003707624943]","studio [0.00628308386724097]","japanese [0.00685580074815088]","lewitt [0.00634229763002469]","wire [0.00778040518558406]","pieces [0.00648799267332035]","avenue [0.00669164153261785]","design [0.00721929189636976]","drawings [0.00666709556593087]","san [0.00698687375133797]",
"brooklyn [0.00618388279008276]","painted [0.00701880210967043]","artwork [0.00681617246265778]","puryear [0.0062310591063353]","wpa [0.00673881925991143]","building [0.0061954441392434]","commission [0.00734211812891047]","drawings [0.0064620271599278]","foot [0.00667640834410398]","piece [0.007036586425481]","commission [0.00663714896267271]","prints [0.00695499850592768]",
"sculptural [0.0061272833515191]","foot [0.00689166410723801]","sculptures [0.00672751350701456]","neon [0.0062310591063353]","vigil [0.00660175097563805]","steel [0.00614789052507093]","materials [0.00731760160081044]","marfa [0.00643314366204226]","jury [0.00665856372226114]","center [0.00680925995397183]","visitors [0.00662998533505411]","museums [0.0067215126767397]",
"program [0.00607995172070783]","artwork [0.00667571928272769]","architecture [0.00642393380213333]","serra [0.00600405005254541]","window [0.00639512937375868]","brown [0.00604331643628957]","pieces [0.00726590009637005]","curator [0.00615751310394957]","auction [0.00650888283011398]","lucas [0.00648331470230931]","bronze [0.00640252650742084]","installations [0.00639863746968573]",
"project [0.00601354244896675]","wood [0.00652710101443342]","objects [0.00624278237700425]","installation [0.00589874277905423]","pauline [0.00632552780089446]","walls [0.00599195302093999]","installation [0.00717332437508545]","materials [0.006100053378912]","ms [0.006409415446584]","auction [0.00644920494796019]","wood [0.00633801644811449]","street [0.00608120117982495]",
"museums [0.00600048560878556]","installed [0.00650224585175588]","international [0.0061526312435803]","color [0.00581686838488202]","steel [0.00574641788492305]","pottery [0.00599104823751143]","exhibitions [0.00696123768603057]","diverseworks [0.00603488587346327]","artwork [0.00629810688888693]","american [0.00635283299233714]","exhibits [0.00632742197143938]","rauschenberg [0.0060442568725224]",
"foot [0.00585754824431247]","view [0.00638248290058586]","center [0.00609373398820638]","collections [0.00575548416595422]","architecture [0.00569626992035708]","factory [0.00582338359094775]","foot [0.00686125691945012]","bronze [0.00593641937772689]","piece [0.00628584539101738]","wood [0.00629992633184104]","curators [0.00618307895208067]","video [0.0059081298501561]",
"wood [0.00578125576520587]","spaces [0.0063653959936729]","paintings [0.00595903878817752]","newark [0.00554140198482541]","materials [0.00560130427384635]","juried [0.00581303442459931]","walls [0.00666991628657342]","garden [0.0057270444348922]","glass [0.00624358230785258]","baltimore [0.00626748273461647]","artwork [0.00610820939731471]","drawings [0.00550952607805602]",
"steel [0.00572514594512777]","abstract [0.00627528742025507]","city [0.00595232694279558]","auction [0.00547763731443685]","center [0.00559787447907722]","selection [0.005799336002983]","powell [0.0065186278102943]","steel [0.00569403784400729]","metal [0.00622828223624565]","artwork [0.00592798949171644]","modern [0.00605798177474425]","abstract [0.00549336333437925]",
"architect [0.00567123405066856]","hammer [0.00622772616817559]","tunnel [0.00583111303376164]","corcoran [0.00545727338770813]","wood [0.00555579385067331]","auction [0.00577733810905277]","open [0.00648113081544851]","craft [0.00563182669324185]","landscape [0.00598771909363726]","photography [0.00588772677726739]","bridge [0.00602918489424553]","architecture [0.00538803443782576]",
"studio [0.00562459570971389]","street [0.00621543525210323]","color [0.00553186948023623]","kelley [0.00540723273569605]","room [0.0054972031947628]","displayed [0.00563842339208744]","crafts [0.00640206231502804]","painter [0.00558146372677717]","prints [0.00597098751769793]","open [0.00577146270882805]","designed [0.00602783654063087]","giant [0.00531092435558153]",
"wall [0.00554277449604051]","architecture [0.00615682090926345]","walls [0.00543105484037268]","selected [0.00522065655508334]","arts [0.00541799584521498]","foot [0.00555230019469799]","computer [0.00638964325230869]","designer [0.00554466114614801]","architectural [0.00588264506794428]","crafts [0.005645145266243]","exhibitions [0.00592071416215257]","biennial [0.00529364075540338]",
"plaza [0.00553465903525397]","northwest [0.00614206377572471]","shows [0.00542774261740249]","opening [0.00508497973075404]","wall [0.00525644007453535]","open [0.00549158423358471]","color [0.00629003137671487]","hammering [0.00552960071889967]","photographs [0.00587936306120181]","sam [0.0055942824039816]","bagley [0.00581543302503841]","exhibitions [0.00523296119903009]",
"furniture [0.00541472083031926]","designer [0.00608384506364755]","wall [0.00538845511522607]","reynolds [0.00502549585429498]","painted [0.00519378669041686]","reynolds [0.00548779387270162]","information [0.00613664841348063]","chinati [0.00552960071889967]","shows [0.00586411900823986]","titled [0.00544336904257229]","arts [0.00580293671166851]","wood [0.00520523017280833]",
"sculptors [0.00523298823824307]","sam [0.00600863642047313]","open [0.00529850359965753]","metal [0.00494922406695997]","posters [0.00514120720668682]","materials [0.00523602545482111]","sale [0.00605610267204874]","barnes [0.00539469593452837]","bits [0.00579800075023017]","walls [0.00542635163867596]","plaza [0.00574949418603287]","simpson [0.0051797304633836]",
"moca [0.0051935996694491]","color [0.00587432878628593]","furniture [0.00529469533736781]","furniture [0.00494892705066452]","video [0.00512217901012827]","color [0.00522258144882054]","market [0.00602976332862149]","landscape [0.00538819501548463]","abstract [0.00579719768584646]","curators [0.00539174411278003]","white [0.00552033839403634]","antonio [0.00511958928793757]",
"i [0.00508558161460858]","american [0.00583392540666026]","auction [0.0052650782797178]","holzer [0.00488289816901105]","metal [0.00501620714526994]","drawings [0.00519361834300127]","painted [0.00602168606939439]","street [0.00536292426541992]","butler [0.00565975807463177]","site [0.0053708468546949]","otterness [0.00524914202961592]","ms [0.0050461528015043]",
"display [0.00508418870649842]","site [0.00567178257417451]","judd [0.00516953270043335]","spaces [0.00485490445657457]","designs [0.00498640281439628]","artworks [0.00519144320062109]","arts [0.00601023645135864]","artech [0.00523170618876062]","site [0.00560554435244966]","visual [0.00529539420407459]","displayed [0.00514211580722113]","anonymous [0.0049909727292551]",
"forms [0.00505145112034581]","feet [0.00564998084804666]","collectors [0.00489314123076475]","torres [0.00481593393822215]","corcoran [0.00497650847329468]","design [0.00515698447088131]","sold [0.00597051203453049]","spaces [0.00516644990456522]","permanent [0.00560470586302466]","furniture [0.00528936186758242]","abstract [0.00507591656908633]","images [0.00498245038617677]",
"avenue [0.00492929451211857]","painter [0.00564097169453218]","york [0.00487066342774788]","curators [0.00480148359137299]","displayed [0.00492200006665398]","bronze [0.00503709943127485]","installed [0.00583098578046931]","installed [0.00511509587140316]","installed [0.00555047799598704]","studio [0.00526468879742922]","feet [0.00500231549003812]","wpa [0.00497508996339151]",
"installed [0.00484821282523331]","pollock [0.00563512082096591]","studio [0.00483967030465139]","installed [0.00477524776459646]","ceramic [0.0048853261897085]","site [0.00499680377317537]","landscape [0.0058029780370956]","color [0.00498841151037967]","whitney [0.00540909579737022]","hirshhorn [0.00519708794423728]","min [0.00494333775043357]","collectors [0.00494036183135881]",
"metal [0.0047606444874428]","wall [0.00562068424176692]","wood [0.00483850010237462]","artworks [0.00477498021973432]","saturday [0.00484942982352858]","commissioned [0.0049955482641471]","surls [0.00554897873807672]","feet [0.00497960030940512]","spaces [0.00540772745439145]","sculptors [0.00507006762317197]","furniture [0.0049315959894347]","harborview [0.00491412218374288]",
"spaces [0.00455745642558224]","open [0.00543449137767925]","craft [0.00469379685903695]","bank [0.00477235727620453]","forms [0.00480323449727331]","poster [0.00490010187542597]","collections [0.00543221792978258]","neon [0.00493558979525589]","architect [0.00527160104441883]","installation [0.00495590422546904]","auction [0.00482159431640623]","wright [0.00475705601315392]",
"painter [0.00449266807020034]","forms [0.00523373777197933]","architectural [0.00461342763188483]","photography [0.00477232174479086]","museums [0.00475826514654831]","hirshhorn [0.00481033974501735]","wood [0.00538801329416546]","forms [0.00484432904981483]","video [0.00519488713107893]","street [0.00490173711789231]","painter [0.00469106247914954]","wall [0.00471355703736484]",
"windows [0.00435891465151356]","krasner [0.00520619641670464]","venice [0.00458543969458581]","walls [0.0046607249274554]","installed [0.00472393431896614]","menil [0.00476982825647179]","spaces [0.00537891927659808]","painted [0.00484229629079571]","visual [0.00517623455025423]","avenue [0.00482134940847286]","walls [0.00467031725054305]","award [0.00470372923716188]",
"shows [0.0042936790226735]","objects [0.00520276986652861]","reynolds [0.00453691399943516]","exhibits [0.00464844012345993]","photography [0.00466096789612848]","collections [0.00470031860426528]","titled [0.00516910933409355]","center [0.00472270895640623]","rasmussen [0.0051247646667693]","walters [0.00477464547762062]","oil [0.00464392764173993]","view [0.00466772095860836]",
"arc [0.00427521628875329]","materials [0.00501536791841149]","place [0.00445363228127719]","craft [0.00461945445408055]","painter [0.00454377557189014]","international [0.00469381075324049]","whitney [0.00512585240130334]","shows [0.0046875587762909]","station [0.00501412776383344]","portrait [0.00475714406882256]","call [0.00455920900728353]","avenue [0.00456070863110371]",
"feet [0.00424776483420085]","designs [0.00500483276748079]","panel [0.00431550486580523]","painted [0.00441889194959887]","nature [0.00446709459237383]","exhibitions [0.00464749596989633]","prints [0.005042856151444]","aluminum [0.00464134515955823]","collage [0.00489806788793688]","installations [0.004750563077615]","area [0.00453739248247068]","seventh [0.00455074893180747]",
"view [0.00419464875879702]","avenue [0.00499379264784291]","decorative [0.00430178547908224]","organized [0.00439626381957125]","inside [0.00438695592939433]","square [0.00455474498039207]","painter [0.00498146360629951]","sculptor [0.00463453513883548]","program [0.00486407147012131]","mica [0.004750563077615]","doyle [0.00452516657909814]","garden [0.004502236981657]",
"exhibits [0.00413166066734084]","clay [0.00494309861678822]","biennale [0.00426799457891576]","titled [0.00439213007362409]","color [0.0043131589719845]","photographs [0.00451435831516005]","ross [0.00485448298674654]","boxes [0.00451489931301994]","paint [0.00485705538932017]","bma [0.00469597399425413]","materials [0.00450018077855877]","models [0.00446129964409398]",
